date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:29	61081/61081	---M--	200	added ('OK')	image/jpeg	etag:%22615674c7b31b815a99c5de80e78a067b%22	https://r.mobirisesite.com/1210606/assets/images/photo-1638868939857-11ac407b347a.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1638868939857-11ac407b347a.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:30	67650/67650	---M--	200	added ('OK')	image/jpeg	etag:%229592eb60101432af597c685d113d6bcf%22	https://r.mobirisesite.com/1210606/assets/images/photo-1677520338280-664ae23816eb.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1677520338280-664ae23816eb.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:30	78854/78854	---M--	200	added ('OK')	image/jpeg	etag:%2242beaf1af5266dd547e1d3a21acf5fb9%22	https://r.mobirisesite.com/1210606/assets/images/photo-1510511459019-5dda7724fd87.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1510511459019-5dda7724fd87.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:30	112200/112200	---M--	200	added ('OK')	image/jpeg	etag:%220f140d69086b9a335517c83c34c86b34%22	https://r.mobirisesite.com/1210606/assets/images/photo-1616531770192-6eaea74c2456.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1616531770192-6eaea74c2456.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:30	216962/216962	---M--	200	added ('OK')	image/jpeg	etag:%2214e9b369c25d66a4f9a32b27f9f9ab15%22	https://r.mobirisesite.com/1210606/assets/images/photo-1550751827-4bd374c3f58b.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1550751827-4bd374c3f58b.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:31	85510/85510	---M--	200	added ('OK')	image/jpeg	etag:%22b2fb62a5bf217db6cc7643a28958ef86%22	https://r.mobirisesite.com/1210606/assets/images/photo-1584433144697-205892243f4d.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1584433144697-205892243f4d.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:31	44651/44651	---M--	200	added ('OK')	image/jpeg	etag:%228e15e97c0cf794ed0395e02ecf23866e%22	https://r.mobirisesite.com/1210606/assets/images/photo-1694026307715-0d3709e69adf.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1694026307715-0d3709e69adf.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:31	50120/50120	---M--	200	added ('OK')	image/jpeg	etag:%22e78c159d991a6240b20682aa9e0dfd68%22	https://r.mobirisesite.com/1210606/assets/images/photo-1626882048554-d950f9784496.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1626882048554-d950f9784496.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:31	65253/65253	---M--	200	added ('OK')	image/jpeg	etag:%22f8d203acaa246b6ced94ca7dea784b09%22	https://r.mobirisesite.com/1210606/assets/images/photo-1520975916090-3105956dac38.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1520975916090-3105956dac38.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:31	49616/49616	---M--	200	added ('OK')	image/jpeg	etag:%22a5e5e214aa5ed211000afe979d110982%22	https://r.mobirisesite.com/1210606/assets/images/photo-1643029950351-6ae7f69186fc.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1643029950351-6ae7f69186fc.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:32	52998/52998	---M--	200	added ('OK')	image/jpeg	etag:%2213d4371f26550c7dc6a8cb37257b939d%22	https://r.mobirisesite.com/1210606/assets/images/photo-1557684387-08927d28c72a.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1557684387-08927d28c72a.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:32	51676/51676	---M--	200	added ('OK')	image/jpeg	etag:%22eb0d2cfca09e5223d3d74d3840a7fe3b%22	https://r.mobirisesite.com/1210606/assets/images/photo-1676385901160-31e1b9e1c0c7.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1676385901160-31e1b9e1c0c7.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:32	26187/26187	---M--	200	added ('OK')	image/jpeg	etag:%222ff1967bf68ce420a904b302212c38b6%22	https://r.mobirisesite.com/1210606/assets/images/photo-1529612700005-e35377bf1415.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1529612700005-e35377bf1415.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:32	20386/20386	---M--	200	added ('OK')	image/jpeg	etag:%224efce27787697fc7dcc3804f643d8c5f%22	https://r.mobirisesite.com/1210606/assets/images/photo-1651044450619-5ce74d316987.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1651044450619-5ce74d316987.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:33	48200/48200	---M--	200	added ('OK')	image/jpeg	etag:%228c1cb9bfd22cf344cbb5d99f03010375%22	https://r.mobirisesite.com/1210606/assets/images/photo-1681415851723-dca11d0ec9a6.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1681415851723-dca11d0ec9a6.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:33	36602/36602	---M--	200	added ('OK')	image/jpeg	etag:%22a4cba1b7662d60079848b4c797527a81%22	https://r.mobirisesite.com/1210606/assets/images/photo-1646825461394-ebd1800141d1.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1646825461394-ebd1800141d1.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:33	32352/32352	---M--	200	added ('OK')	image/jpeg	etag:%22b1a645b4d285b98076d5bfecd78a0e98%22	https://r.mobirisesite.com/1210606/assets/images/photo-1606136968306-ab2868cc1f21.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1606136968306-ab2868cc1f21.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:33	48628/48628	---M--	200	added ('OK')	image/jpeg	etag:%22dd47e1869452459415676f5486dd38c0%22	https://r.mobirisesite.com/1210606/assets/images/photo-1596622723231-b20320c7346b.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1596622723231-b20320c7346b.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:33	138963/138963	---M--	200	added ('OK')	image/jpeg	etag:%2269c79a96b71ac2db976e834048baac7c%22	https://r.mobirisesite.com/1210606/assets/images/photo-1598970434795-0c54fe7c0648.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1598970434795-0c54fe7c0648.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:34	108406/108406	---M--	200	added ('OK')	image/jpeg	etag:%2256eca9fdc1b7064337e6e841370f94df%22	https://r.mobirisesite.com/1210606/assets/images/photo-1616596871445-bb8290a7a2c2.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1616596871445-bb8290a7a2c2.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:34	69711/69711	---M--	200	added ('OK')	image/jpeg	etag:%2293281c40bdb665bcc80ea49cd165528a%22	https://r.mobirisesite.com/1210606/assets/images/photo-1626908013943-df94de54984c.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1626908013943-df94de54984c.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:34	101642/101642	---M--	200	added ('OK')	image/jpeg	etag:%224f90ac24c51fb27beeec0b9988a2c028%22	https://r.mobirisesite.com/1210606/assets/images/photo-1567881248445-83ead68a44d8.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1567881248445-83ead68a44d8.jpg	(from https://mrguardy.mobirisesite.com/)
21:44:34	89519/89519	---MCZ	200	added ('OK')	application/javascript	etag:W/%22556cc5605b9240604c835a60fe5a09da%22	https://r.mobirisesite.com/1210606/assets/web/assets/jquery/jquery.min.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/web/assets/jquery/jquery.mind3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:35	78922/78922	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dcacb8552bcc847669b9cad75eb845c1%22	https://r.mobirisesite.com/1210606/assets/bootstrap/js/bootstrap.bundle.min.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/bootstrap/js/bootstrap.bundle.mind3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:35	15504/15504	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d663afab2e110522a4d51bf9594f6b6%22	https://r.mobirisesite.com/1210606/assets/parallax/jarallax.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/parallax/jarallaxd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:35	7476/7476	---MCZ	200	added ('OK')	application/javascript	etag:W/%226146aa61669d1a0abf9d8deab0e9450d%22	https://r.mobirisesite.com/1210606/assets/smoothscroll/smooth-scroll.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/smoothscroll/smooth-scrolld3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:35	9888/9888	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f58f601418decb35a363c0edec056889%22	https://r.mobirisesite.com/1210606/assets/ytplayer/index.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/ytplayer/indexd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:35	2454/2454	---MCZ	200	added ('OK')	application/javascript	etag:W/%2290370ee0781c144539adb06c8e9e8b2a%22	https://r.mobirisesite.com/1210606/assets/dropdown/js/navbar-dropdown.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/dropdown/js/navbar-dropdownd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:36	19944/19944	---MCZ	200	added ('OK')	application/javascript	etag:W/%228ce340250b1e24435cf6eff58d338694%22	https://r.mobirisesite.com/1210606/assets/vimeoplayer/player.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/vimeoplayer/playerd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:36	3345/3345	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226a4e208b9faca5e605cd387375a67c3%22	https://r.mobirisesite.com/1210606/assets/scrollgallery/scroll-gallery.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/scrollgallery/scroll-galleryd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:36	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://r.mobirisesite.com/1210606/assets/mbr-switch-arrow/mbr-switch-arrow.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/mbr-switch-arrow/mbr-switch-arrowd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:36	31941/31941	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a42307c546cd9f9b1f6638ac4cef3a49%22	https://r.mobirisesite.com/1210606/assets/theme/js/script.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/theme/js/scriptd3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:37	12389/12389	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f2cf958370a5aa75abdaa53a4eb9d0a0%22	https://r.mobirisesite.com/1210606/assets/formoid.min.js?rnd=1739808824852	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/formoid.mind3bc.js	(from https://mrguardy.mobirisesite.com/)
21:44:38	25468/25468	---M--	200	added ('OK')	binary/octet-stream	etag:%22385866f21466d026cef79ed73d2e93cb%22	https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.eot?f2bix4	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise21e04.eot	(from https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.css?rnd=1739808824852)
21:44:39	25280/25280	---M--	200	added ('OK')	binary/octet-stream	etag:%22a915592fd82d5a2f17cbbc795a6c31e8%22	https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.ttf?f2bix4	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise21e04.ttf	(from https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.css?rnd=1739808824852)
21:44:40	25356/25356	---MCZ	200	added ('OK')	application/font-woff	etag:W/%220a7e6a641c103830068ddcebe2ca65ae%22	https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.woff?f2bix4	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise21e04.woff	(from https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.css?rnd=1739808824852)
21:44:41	72845/72845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bac098032ed07737247de19179bf7059%22	https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.svg?f2bix4	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise21e04.svg	(from https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.css?rnd=1739808824852)
21:44:43	106677/106677	---M--	200	added ('OK')	image/jpeg	etag:%2216541f603630c0a84d3e5b35fd4caf2c%22	https://r.mobirisesite.com/1210606/assets/images/photo-1605918321371-584f5deab0a2.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1605918321371-584f5deab0a2.jpg	(from https://r.mobirisesite.com/1210606/assets/css/mbr-additional.css?rnd=1739808824852)
21:44:43	89338/89338	---M--	200	added ('OK')	image/jpeg	etag:%22916b5c9b872af0badae9442c594cf730%22	https://r.mobirisesite.com/1210606/assets/images/photo-1574790398664-0cb03682ed1c.jpeg	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/photo-1574790398664-0cb03682ed1c.jpg	(from https://r.mobirisesite.com/1210606/assets/css/mbr-additional.css?rnd=1739808824852)
21:44:43	125405/125405	---M--	200	added ('OK')	image/jpeg	etag:%226fcc5142d575a410a2999bb31807215f%22	https://r.mobirisesite.com/1210606/assets/images/background1.jpg?rnd=1739808828292	C:/Users/EGOIST/Desktop/almostkindadonewebsite/r.mobirisesite.com/1210606/assets/images/background127f9.jpg	(from https://r.mobirisesite.com/1210606/assets/css/mbr-additional.css?rnd=1739808824852)
21:44:44	294/294	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2016:14:45%20GMT	https://r.mobirisesite.com/robots.txt		(from https://r.mobirisesite.com/1210606/assets/web/assets/mobirise-icons2/mobirise2.css?rnd=1739808824852)
